sales_id,customer_id ,product_id,sale_date,quantity,price,total_amount
CA-2013-123274,GT-14710,FUR-FU-10004090,2/19/2013,2,44.46,88.92
CA-2013-123274,GT-14710,OFF-ST-10000736,2/19/2013,3,242.94,728.82
CA-2011-125612,BK-11260,OFF-PA-10001019,8/3/2011,2,39.96,79.92
CA-2011-125612,BK-11260,OFF-SU-10002537,8/3/2011,10,102.3,1023
CA-2011-125612,BK-11260,OFF-ST-10003221,8/3/2011,2,21.36,42.72
CA-2014-161984,SJ-20125,OFF-PA-10004569,4/11/2014,1,7.61,7.61
CA-2014-161984,SJ-20125,OFF-FA-10000624,4/11/2014,2,7.16,14.32
CA-2011-133851,CM-12445,OFF-SU-10001225,6/9/2011,2,7.36,14.72
CA-2011-133851,CM-12445,OFF-AR-10003752,6/9/2011,2,23.1,46.2
CA-2013-134474,AJ-10795,TEC-AC-10001714,1/5/2013,6,191.472,1148.832
CA-2013-134474,AJ-10795,OFF-AR-10003958,1/5/2013,2,5.248,10.496
CA-2013-134474,AJ-10795,TEC-PH-10002923,1/5/2013,2,59.184,118.368
CA-2011-149020,AJ-10780,OFF-LA-10004272,1/11/2011,1,2.89,2.89
CA-2011-149020,AJ-10780,FUR-FU-10000965,1/11/2011,1,51.94,51.94
CA-2013-134362,LS-16945,OFF-LA-10004853,9/30/2013,4,15.936,63.744
CA-2011-136742,GP-14740,OFF-BI-10003719,4/6/2011,6,44.91,269.46
CA-2013-158099,PK-18910,OFF-BI-10000545,9/4/2013,5,1141.47,5707.35
CA-2013-158099,PK-18910,TEC-PH-10002496,9/4/2013,3,280.782,842.346
CA-2012-131128,TB-21520,OFF-PA-10003591,10/19/2012,3,34.44,103.32
CA-2011-148488,SM-20005,OFF-PA-10004470,12/10/2011,2,11.36,22.72
CA-2011-148488,SM-20005,OFF-BI-10000315,12/10/2011,7,106.344,744.408
CA-2014-114636,GA-14725,OFF-PA-10001790,8/26/2014,5,192.16,960.8
CA-2013-116736,CC-12430,FUR-FU-10004017,1/17/2013,3,322.59,967.77
CA-2013-116736,CC-12430,TEC-AC-10003628,1/17/2013,1,29.99,29.99
CA-2013-116736,CC-12430,TEC-AC-10002049,1/17/2013,3,371.97,1115.91
US-2011-158638,AG-10765,OFF-BI-10003712,9/17/2011,4,5.892,23.568
CA-2014-111689,HP-14815,OFF-BI-10003984,12/1/2014,3,68.472,205.416
CA-2014-111689,HP-14815,FUR-CH-10004287,12/1/2014,5,1242.9,6214.5
CA-2012-129098,DK-13090,OFF-ST-10001321,10/9/2012,2,30.84,61.68
US-2014-123463,GZ-14470,OFF-AR-10001118,12/24/2014,4,13.48,53.92
CA-2013-165148,PM-19135,FUR-FU-10000732,10/23/2013,5,31.4,157
CA-2011-134061,LL-16840,FUR-FU-10001424,4/29/2011,2,17.46,34.92
CA-2012-143602,JS-15595,OFF-BI-10002071,4/25/2012,3,13.944,41.832
CA-2014-115364,OT-18730,OFF-ST-10002486,6/27/2014,12,83.76,1005.12
CA-2014-150707,EL-13735,OFF-BI-10001078,10/15/2014,7,37.66,263.62
CA-2011-104976,CK-12760,OFF-PA-10003845,12/9/2011,6,34.68,208.08
CA-2014-132934,JE-15475,TEC-AC-10000927,6/21/2014,5,149.95,749.75
CA-2014-132934,JE-15475,OFF-BI-10001098,6/21/2014,3,51.312,153.936
CA-2014-133256,TH-21550,OFF-PA-10001622,6/27/2014,1,4.54,4.54
CA-2014-133256,TH-21550,OFF-AR-10003158,6/27/2014,4,15.92,63.68
CA-2014-133256,TH-21550,TEC-PH-10002660,6/27/2014,8,543.92,4351.36
CA-2013-105494,PC-18745,OFF-ST-10002205,11/11/2013,7,155.82,1090.74
CA-2013-105494,PC-18745,OFF-BI-10003364,11/11/2013,3,70.008,210.024
CA-2013-140634,HL-15040,OFF-EN-10001099,10/4/2013,2,15.648,31.296
CA-2011-144407,MS-17365,OFF-LA-10003923,9/9/2011,7,103.6,725.2
CA-2014-160983,GB-14530,OFF-PA-10002250,10/30/2014,8,46.96,375.68
US-2013-114622,JR-16210,OFF-BI-10004716,4/11/2013,2,8.904,17.808
CA-2014-150959,TD-20995,OFF-LA-10001045,11/12/2014,5,10.44,52.2
CA-2014-150959,TD-20995,OFF-BI-10001510,11/12/2014,4,18.336,73.344
CA-2014-132353,DB-13060,TEC-PH-10004536,9/16/2014,3,323.976,971.928
CA-2013-130477,LC-17140,OFF-PA-10002947,4/9/2013,3,20.04,60.12
CA-2013-130477,LC-17140,OFF-ST-10002583,4/9/2013,2,64.96,129.92
CA-2013-130477,LC-17140,OFF-PA-10000019,4/9/2013,2,12.96,25.92
CA-2014-143259,PO-18865,FUR-BO-10003441,12/31/2014,4,323.136,1292.544
CA-2014-143259,PO-18865,TEC-PH-10004774,12/31/2014,7,90.93,636.51
CA-2014-143259,PO-18865,OFF-BI-10003684,12/31/2014,3,52.776,158.328
CA-2014-137596,BE-11335,TEC-PH-10001494,9/3/2014,4,1199.8,4799.2
CA-2014-137596,BE-11335,TEC-AC-10004666,9/3/2014,7,1928.78,13501.46
CA-2014-137596,BE-11335,OFF-ST-10003816,9/3/2014,2,352.38,704.76
CA-2012-133627,SC-20050,FUR-FU-10001935,5/31/2012,6,22.2,133.2
CA-2014-102519,BM-11650,FUR-FU-10004091,11/28/2014,1,46.94,46.94
CA-2014-102519,BM-11650,TEC-AC-10001772,11/28/2014,9,143.73,1293.57
US-2011-141215,KL-16555,FUR-TA-10001520,6/15/2011,2,99.918,199.836
US-2011-141215,KL-16555,FUR-CH-10003379,6/15/2011,4,797.944,3191.776
US-2011-141215,KL-16555,OFF-BI-10002706,6/15/2011,3,8.568,25.704
CA-2013-165218,RW-19630,OFF-EN-10000056,3/6/2013,3,149.352,448.056
CA-2013-165218,RW-19630,OFF-ST-10001558,3/6/2013,1,12.992,12.992
CA-2011-138296,RC-19825,OFF-ST-10002444,12/5/2011,2,24.56,49.12
CA-2012-111164,SE-20110,TEC-AC-10002473,4/11/2012,3,85.14,255.42
CA-2012-111164,SE-20110,TEC-PH-10004531,4/11/2012,1,21.99,21.99
CA-2012-111164,SE-20110,OFF-AP-10004487,4/11/2012,5,406.6,2033
CA-2013-149797,AH-10075,OFF-BI-10003650,9/16/2013,2,841.568,1683.136
CA-2011-132962,JM-15535,OFF-PA-10003543,9/13/2011,3,15.552,46.656
CA-2011-132962,JM-15535,TEC-AC-10004353,9/13/2011,5,252,1260
CA-2012-115091,JJ-15760,OFF-AR-10000658,10/5/2012,4,46.2,184.8
CA-2012-115091,JJ-15760,OFF-AP-10000696,10/5/2012,2,28.84,57.68
CA-2014-144932,AB-10165,OFF-AR-10003560,4/15/2014,3,14.592,43.776
CA-2014-144932,AB-10165,OFF-AR-10001468,4/15/2014,3,89.856,269.568
CA-2014-144932,AB-10165,OFF-PA-10004971,4/15/2014,3,13.872,41.616
CA-2014-114216,RK-19300,OFF-PA-10002195,9/3/2014,3,12.192,36.576
CA-2013-140081,CG-12040,OFF-PA-10001745,6/21/2013,8,45.056,360.448
CA-2013-140081,CG-12040,OFF-BI-10004826,6/21/2013,6,29.718,178.308
CA-2013-140081,CG-12040,OFF-PA-10001870,6/21/2013,3,15.552,46.656
CA-2013-140081,CG-12040,OFF-AP-10001058,6/21/2013,2,447.696,895.392
US-2014-111745,RA-19885,TEC-AC-10003911,11/6/2014,1,159.99,159.99
CA-2012-148250,RP-19270,OFF-PA-10000289,12/13/2012,2,12.96,25.92
CA-2012-148250,RP-19270,OFF-AP-10003040,12/13/2012,4,134.48,537.92
CA-2013-105760,KC-16255,OFF-PA-10000350,6/20/2013,2,17.12,34.24
CA-2013-142958,RW-19630,OFF-BI-10001759,12/14/2013,2,6.096,12.192
CA-2013-142958,RW-19630,FUR-TA-10000577,12/14/2013,4,1114.272,4457.088
CA-2012-120880,JL-15850,OFF-PA-10004101,5/29/2012,5,32.4,162
CA-2012-120880,JL-15850,OFF-ST-10001496,5/29/2012,3,540.57,1621.71
CA-2012-120880,JL-15850,OFF-BI-10002931,5/29/2012,5,167.76,838.8
US-2012-140200,CA-12775,FUR-TA-10002356,7/26/2012,3,393.165,1179.495
US-2014-110576,RB-19795,FUR-FU-10003601,11/29/2014,7,516.488,3615.416
US-2014-110576,RB-19795,FUR-FU-10000576,11/29/2014,6,1007.232,6043.392
US-2014-110576,RB-19795,FUR-TA-10004154,11/29/2014,12,2065.32,24783.84
US-2014-110576,RB-19795,OFF-PA-10000788,11/29/2014,3,15.552,46.656
US-2014-110576,RB-19795,OFF-PA-10002479,11/29/2014,6,25.344,152.064
CA-2014-131156,KH-16360,FUR-FU-10001940,4/4/2014,4,25.472,101.888
CA-2014-136539,GH-14665,OFF-AR-10001958,12/29/2014,2,27.168,54.336
CA-2014-136539,GH-14665,FUR-BO-10004709,12/29/2014,2,78.8528,157.7056
CA-2014-119305,SW-20275,OFF-ST-10000604,12/1/2014,5,173.8,869
CA-2014-102414,JA-15970,TEC-PH-10002923,5/16/2014,1,29.592,29.592
CA-2014-102414,JA-15970,OFF-BI-10004465,5/16/2014,2,4.752,9.504
CA-2014-102414,JA-15970,OFF-PA-10002333,5/16/2014,3,15.552,46.656
CA-2012-112571,DL-12925,FUR-FU-10004188,9/22/2012,2,204.6,409.2
CA-2014-152142,LW-16990,FUR-CH-10002965,11/15/2014,2,321.568,643.136
CA-2012-160059,TB-21190,OFF-BI-10000145,11/27/2012,2,6.24,12.48
CA-2013-120859,CV-12805,OFF-EN-10001335,9/2/2013,2,21.88,43.76
CA-2011-127488,MS-17365,OFF-LA-10001613,9/22/2011,2,4.608,9.216
CA-2014-135279,BS-11800,OFF-LA-10004055,4/10/2014,2,9.82,19.64
CA-2014-135279,BS-11800,OFF-AR-10004344,4/10/2014,3,35.97,107.91
CA-2014-135279,BS-11800,OFF-PA-10004621,4/10/2014,2,12.96,25.92
CA-2014-135279,BS-11800,OFF-PA-10001281,4/10/2014,4,191.6,766.4
CA-2014-135279,BS-11800,OFF-LA-10001613,4/10/2014,3,8.64,25.92
CA-2014-135279,BS-11800,OFF-ST-10001097,4/10/2014,3,501.81,1505.43
CA-2011-115791,DL-13315,FUR-FU-10001095,1/17/2011,6,127.104,762.624
CA-2011-115791,DL-13315,TEC-PH-10004614,1/17/2011,3,124.2,372.6
CA-2011-115791,DL-13315,OFF-BI-10001575,1/17/2011,2,18.588,37.176
CA-2011-115791,DL-13315,OFF-LA-10001074,1/17/2011,3,30.072,90.216
US-2014-103247,PO-19195,TEC-PH-10003555,10/6/2014,7,160.93,1126.51
US-2014-103247,PO-19195,OFF-BI-10004492,10/6/2014,3,75.792,227.376
US-2014-100209,TD-20995,OFF-BI-10002012,7/10/2014,2,1.08,2.16
CA-2014-159366,BW-11110,TEC-MA-10000822,1/8/2014,2,3059.982,6119.964
CA-2013-145499,RW-19690,OFF-BI-10000848,5/31/2013,2,3.282,6.564
CA-2012-157035,KB-16600,OFF-PA-10004156,12/9/2012,3,34.02,102.06
CA-2013-144939,EB-13870,FUR-CH-10003199,10/4/2013,6,599.292,3595.752
CA-2011-163419,TZ-21580,OFF-AR-10000034,11/11/2011,1,3.392,3.392
CA-2011-163419,TZ-21580,TEC-PH-10000560,11/11/2011,2,559.984,1119.968
CA-2011-163419,TZ-21580,FUR-CH-10000665,11/11/2011,5,603.92,3019.6
CA-2014-100314,AS-10630,OFF-LA-10001569,9/30/2014,2,7.968,15.936
CA-2014-100314,AS-10630,OFF-EN-10000461,9/30/2014,4,27.968,111.872
CA-2014-100314,AS-10630,TEC-MA-10003066,9/30/2014,3,336.51,1009.53
CA-2012-146829,TS-21340,OFF-BI-10004022,3/10/2012,2,1.112,2.224
CA-2014-167899,JG-15805,FUR-FU-10004071,5/22/2014,5,520.05,2600.25
CA-2014-167899,JG-15805,OFF-AR-10001988,5/22/2014,3,17.97,53.91
CA-2012-153549,SL-20155,FUR-CH-10004086,3/29/2012,5,1166.92,5834.6
CA-2013-110023,TS-21610,OFF-BI-10001036,9/10/2013,2,14.624,29.248
CA-2013-105585,RF-19735,OFF-FA-10002983,8/27/2013,3,10.23,30.69
CA-2013-105585,RF-19735,OFF-PA-10003625,8/27/2013,5,154.9,774.5
CA-2011-117639,MW-18235,OFF-BI-10003925,5/21/2011,7,2715.93,19011.51
CA-2011-117639,MW-18235,TEC-PH-10001530,5/21/2011,3,617.97,1853.91
CA-2012-162537,RD-19585,OFF-EN-10003862,10/28/2012,1,10.67,10.67
CA-2012-162537,RD-19585,OFF-ST-10004258,10/28/2012,3,36.63,109.89
CA-2012-162537,RD-19585,FUR-FU-10002885,10/28/2012,5,24.1,120.5
CA-2012-162537,RD-19585,FUR-FU-10001918,10/28/2012,7,33.11,231.77
CA-2013-155488,FM-14290,OFF-AR-10002956,11/14/2013,2,44.02,88.04
CA-2012-124891,RH-19495,TEC-AC-10003033,7/31/2012,7,2309.65,16167.55
CA-2012-124891,RH-19495,FUR-TA-10002903,7/31/2012,7,1090.782,7635.474
CA-2012-124891,RH-19495,OFF-PA-10004621,7/31/2012,3,19.44,58.32
CA-2012-126445,RA-19945,OFF-ST-10000046,8/27/2012,3,484.65,1453.95
CA-2012-111199,JK-15730,OFF-PA-10001790,11/13/2012,3,115.296,345.888
CA-2012-105312,MT-17815,OFF-EN-10002600,11/6/2012,3,7.08,21.24
CA-2012-105312,MT-17815,OFF-BI-10002049,11/6/2012,3,4.401,13.203
US-2014-106705,PO-18850,OFF-PA-10001509,12/27/2014,5,44.75,223.75
CA-2014-135034,AT-10735,TEC-PH-10003931,8/2/2014,2,95.984,191.968
CA-2011-158540,VG-21790,FUR-FU-10001602,11/24/2011,4,151.72,606.88
CA-2014-118437,PF-19165,FUR-FU-10004848,6/18/2014,3,155.25,465.75
CA-2014-118437,PF-19165,OFF-ST-10003722,6/18/2014,1,14.03,14.03
US-2012-126214,JS-15880,FUR-TA-10003748,12/21/2012,13,1618.37,21038.81
US-2012-126214,JS-15880,TEC-AC-10003198,12/21/2012,1,99.6,99.6
CA-2012-133025,MO-17800,OFF-PA-10004100,9/17/2012,5,32.4,162
CA-2012-108665,KM-16225,FUR-FU-10002191,7/6/2012,2,13.96,27.92
CA-2012-108665,KM-16225,FUR-FU-10000965,7/6/2012,3,155.82,467.46
CA-2012-108665,KM-16225,TEC-PH-10004188,7/6/2012,5,124.95,624.75
CA-2012-108665,KM-16225,OFF-ST-10001526,7/6/2012,5,601.65,3008.25
CA-2012-124450,GT-14710,OFF-AR-10001166,4/27/2012,3,22.74,68.22
CA-2012-124450,GT-14710,FUR-CH-10000309,4/27/2012,3,1267.53,3802.59
CA-2012-124450,GT-14710,TEC-MA-10004212,4/27/2012,8,1379.92,11039.36
CA-2012-167269,PB-19150,OFF-EN-10003072,6/16/2012,2,6.208,12.416
CA-2014-106964,HR-14770,OFF-BI-10000320,12/18/2014,2,11.808,23.616
CA-2013-126529,DE-13255,OFF-PA-10001166,1/11/2013,3,15.552,46.656
CA-2013-126529,DE-13255,OFF-PA-10003656,1/11/2013,3,63.312,189.936
CA-2013-126529,DE-13255,TEC-PH-10000148,1/11/2013,2,15.588,31.176
CA-2011-163552,LA-16780,OFF-PA-10000474,7/11/2011,5,177.2,886
CA-2011-163552,LA-16780,TEC-PH-10003885,7/11/2011,3,197.97,593.91
CA-2011-163552,LA-16780,FUR-CH-10003379,7/11/2011,3,854.94,2564.82
CA-2011-163552,LA-16780,FUR-FU-10000629,7/11/2011,9,124.11,1116.99
CA-2011-163552,LA-16780,OFF-LA-10001175,7/11/2011,5,14.4,72
CA-2013-109820,AG-10390,OFF-PA-10000955,11/21/2013,3,15.696,47.088
CA-2013-109820,AG-10390,OFF-BI-10003460,11/21/2013,2,2.628,5.256
CA-2013-109820,AG-10390,OFF-BI-10000474,11/21/2013,3,14.427,43.281
CA-2013-113061,EL-13735,FUR-FU-10003975,4/23/2013,2,86.62,173.24
CA-2012-127418,JJ-15445,OFF-BI-10003707,6/13/2012,3,36.624,109.872
CA-2014-121818,JH-15430,OFF-AR-10000203,11/21/2014,7,23.968,167.776
CA-2014-121818,JH-15430,OFF-AR-10004790,11/21/2014,3,28.728,86.184
CA-2013-127670,RD-19660,FUR-TA-10001095,3/21/2013,4,697.16,2788.64
CA-2013-102981,MO-17500,TEC-AC-10004761,9/7/2013,2,31.86,63.72
CA-2013-102981,MO-17500,FUR-BO-10001811,9/7/2013,3,722.352,2167.056
CA-2014-115651,NS-18640,OFF-AR-10001130,7/10/2014,5,8.84,44.2
CA-2014-115651,NS-18640,OFF-AP-10000055,7/10/2014,9,58.464,526.176
CA-2014-152702,SN-20710,FUR-CH-10002304,10/13/2014,14,254.604,3564.456
CA-2013-169103,ZC-21910,TEC-PH-10001530,3/9/2013,5,1363.96,6819.8
CA-2013-169103,ZC-21910,FUR-FU-10004006,3/9/2013,3,102.36,307.08
CA-2011-139192,LC-16885,TEC-PH-10000486,5/27/2011,12,1113.504,13362.048
CA-2011-139192,LC-16885,TEC-AC-10001606,5/27/2011,1,99.99,99.99
US-2012-153500,DG-13300,FUR-FU-10000293,7/3/2012,2,168.464,336.928
US-2012-153500,DG-13300,OFF-PA-10001307,7/3/2012,2,6.72,13.44
US-2012-153500,DG-13300,FUR-FU-10004460,7/3/2012,9,282.888,2545.992
CA-2012-110667,NF-18595,OFF-AR-10000716,4/4/2012,2,11.16,22.32
CA-2012-110667,NF-18595,FUR-FU-10004622,4/4/2012,2,108.4,216.8
CA-2012-110667,NF-18595,OFF-BI-10002735,4/4/2012,3,82.344,247.032
CA-2012-110667,NF-18595,OFF-BI-10003529,4/4/2012,4,9.088,36.352
CA-2014-167150,BP-11185,OFF-BI-10001097,12/11/2014,4,19.936,79.744
CA-2014-167150,BP-11185,OFF-BI-10001597,12/11/2014,2,65.568,131.136
CA-2013-105284,MG-17650,OFF-FA-10001754,11/25/2013,3,4.416,13.248
US-2012-125374,JD-16060,FUR-CH-10003396,3/23/2012,2,107.772,215.544
CA-2012-161263,TS-21160,OFF-AP-10002350,4/16/2012,3,45.216,135.648
CA-2012-161263,TS-21160,OFF-FA-10004838,4/16/2012,7,10.416,72.912
CA-2012-161263,TS-21160,OFF-AR-10004757,4/16/2012,3,7.872,23.616
CA-2012-161263,TS-21160,TEC-PH-10002115,4/16/2012,3,118.782,356.346
CA-2012-161263,TS-21160,OFF-FA-10003059,4/16/2012,1,1.448,1.448
CA-2012-161263,TS-21160,OFF-BI-10004330,4/16/2012,5,55.47,277.35
CA-2013-157686,BD-11620,FUR-CH-10001146,10/2/2013,4,194.848,779.392
US-2014-139955,CM-12160,OFF-SU-10001935,9/29/2014,1,1.744,1.744
US-2012-150161,RB-19795,OFF-BI-10001524,7/25/2012,4,25.176,100.704
CA-2012-144652,SN-20560,OFF-AR-10003732,11/20/2012,7,19.46,136.22
CA-2013-152814,EH-14005,OFF-PA-10001970,4/29/2013,3,29.472,88.416
CA-2014-106943,FO-14305,OFF-BI-10003669,11/15/2014,2,8.64,17.28
CA-2013-134348,MS-17710,OFF-BI-10003727,11/13/2013,5,6.27,31.35
CA-2013-134348,MS-17710,OFF-BI-10004967,11/13/2013,7,4.368,30.576
CA-2013-134348,MS-17710,TEC-AC-10003447,11/13/2013,2,31.984,63.968
CA-2013-161781,CC-12100,OFF-AR-10000255,9/30/2013,7,40.88,286.16
CA-2014-132521,DW-13540,OFF-AP-10002191,9/24/2014,2,119.96,239.92
CA-2014-132521,DW-13540,OFF-ST-10001325,9/24/2014,3,31.44,94.32
CA-2014-132521,DW-13540,OFF-BI-10000404,9/24/2014,1,6.88,6.88
CA-2012-110016,BT-11395,OFF-PA-10000349,11/29/2012,4,19.92,79.68
CA-2012-110016,BT-11395,FUR-CH-10002880,11/29/2012,9,1106.91,9962.19
US-2013-143819,KD-16270,FUR-TA-10001095,3/2/2013,8,836.592,6692.736
US-2013-143819,KD-16270,OFF-PA-10003127,3/2/2013,1,26.38,26.38
US-2013-143819,KD-16270,OFF-ST-10003208,3/2/2013,2,362.92,725.84
US-2013-143819,KD-16270,TEC-MA-10003979,3/2/2013,7,4899.93,34299.51
CA-2013-167584,LC-16870,OFF-PA-10000029,8/13/2013,1,6.48,6.48
CA-2013-166163,CY-12745,TEC-PH-10004896,8/16/2013,3,71.976,215.928
CA-2013-166163,CY-12745,OFF-LA-10000452,8/16/2013,1,3.15,3.15
CA-2014-158407,LW-16990,FUR-FU-10001967,6/5/2014,2,31.984,63.968
CA-2014-158407,LW-16990,TEC-PH-10001819,6/5/2014,2,71.984,143.968
CA-2012-143490,NP-18325,OFF-AR-10002952,12/6/2012,9,120.15,1081.35
CA-2012-143490,NP-18325,TEC-PH-10000576,12/6/2012,2,219.184,438.368
CA-2012-165085,BT-11485,OFF-PA-10000605,12/27/2012,5,28.9,144.5
CA-2012-165085,BT-11485,OFF-AP-10002518,12/27/2012,2,355.96,711.92
CA-2014-160423,PS-19045,OFF-ST-10004340,1/22/2014,7,348.208,2437.456
CA-2014-160423,PS-19045,OFF-BI-10004001,1/22/2014,7,35.784,250.488
CA-2011-159338,NS-18640,FUR-TA-10004147,6/25/2011,5,447.84,2239.2
CA-2013-107216,PV-18985,OFF-AR-10001545,6/15/2013,4,7.04,28.16
CA-2013-107216,PV-18985,FUR-FU-10000206,6/15/2013,3,8.73,26.19
CA-2013-107216,PV-18985,TEC-AC-10001013,6/15/2013,1,29.29,29.29
CA-2013-107216,PV-18985,OFF-AR-10002255,6/15/2013,3,8.64,25.92
US-2014-145863,RP-19390,OFF-BI-10004140,4/22/2014,3,2.694,8.082
US-2014-145863,RP-19390,OFF-BI-10002049,4/22/2014,3,2.934,8.802
CA-2013-112340,NM-18520,OFF-PA-10001892,10/22/2013,3,22.92,68.76
US-2013-110156,EH-13945,OFF-ST-10000642,11/20/2013,6,100.704,604.224
US-2013-110156,EH-13945,FUR-FU-10000206,11/20/2013,2,2.328,4.656
US-2013-110156,EH-13945,OFF-BI-10003676,11/20/2013,5,10.78,53.9
US-2013-110156,EH-13945,OFF-FA-10003495,11/20/2013,12,58.368,700.416
US-2013-110156,EH-13945,OFF-EN-10003798,11/20/2013,3,40.968,122.904
US-2013-110156,EH-13945,TEC-PH-10003589,11/20/2013,5,71.96,359.8
US-2013-110156,EH-13945,OFF-PA-10004735,11/20/2013,2,10.368,20.736
US-2013-110156,EH-13945,OFF-BI-10002609,11/20/2013,2,1.192,2.384
CA-2014-140585,RA-19915,OFF-BI-10003364,12/19/2014,2,46.672,93.344
CA-2014-140585,RA-19915,FUR-BO-10002206,12/19/2014,1,119.833,119.833
CA-2014-140585,RA-19915,TEC-AC-10003610,12/19/2014,2,119.98,239.96
CA-2013-144855,DL-13495,OFF-LA-10003766,7/23/2013,2,6.3,12.6
CA-2012-142755,CS-12355,OFF-PA-10001970,9/4/2012,5,279.9,1399.5
CA-2012-142755,CS-12355,TEC-AC-10002049,9/4/2012,5,619.95,3099.75
CA-2012-142755,CS-12355,OFF-PA-10000141,9/4/2012,2,4.36,8.72
CA-2012-142755,CS-12355,OFF-EN-10004459,9/4/2012,2,15.28,30.56
US-2011-147627,HL-15040,TEC-PH-10001061,1/21/2011,7,699.93,4899.51
US-2011-147627,HL-15040,OFF-AR-10002375,1/21/2011,7,22.96,160.72
US-2011-147627,HL-15040,FUR-FU-10003194,1/21/2011,4,38.6,154.4
US-2011-147627,HL-15040,OFF-AR-10003811,1/21/2011,3,6.63,19.89
US-2011-147627,HL-15040,OFF-EN-10001539,1/21/2011,3,23.34,70.02
US-2011-147627,HL-15040,FUR-CH-10002331,1/21/2011,3,1067.94,3203.82
CA-2012-105970,PA-19060,OFF-AR-10003156,3/2/2012,1,10.16,10.16
CA-2012-105970,PA-19060,OFF-EN-10001532,3/2/2012,6,101.88,611.28
CA-2013-112102,BD-11605,FUR-TA-10004086,4/13/2013,4,343.92,1375.68
CA-2013-112102,BD-11605,OFF-PA-10000100,4/13/2013,1,40.99,40.99
CA-2013-112102,BD-11605,OFF-EN-10002500,4/13/2013,5,63.9,319.5
US-2013-114776,GG-14650,OFF-PA-10004100,12/7/2013,3,19.44,58.32
US-2013-134908,JS-15940,OFF-ST-10003479,6/6/2013,4,124.608,498.432
US-2013-134908,JS-15940,OFF-LA-10000973,6/6/2013,3,7.56,22.68
US-2013-148803,LR-16915,OFF-ST-10001476,12/12/2013,3,85.224,255.672
CA-2013-152170,FH-14275,OFF-EN-10002831,11/13/2013,8,287.52,2300.16
CA-2013-152170,FH-14275,OFF-AP-10002350,11/13/2013,2,37.68,75.36
CA-2013-152170,FH-14275,OFF-PA-10001763,11/13/2013,2,19.98,39.96
CA-2013-152170,FH-14275,OFF-AR-10003394,11/13/2013,7,20.58,144.06
CA-2013-152170,FH-14275,OFF-BI-10002072,11/13/2013,2,17.38,34.76
CA-2011-146969,AP-10915,FUR-FU-10004188,9/29/2011,2,204.6,409.2
CA-2011-146969,AP-10915,OFF-FA-10001561,9/29/2011,4,8.72,34.88
CA-2011-146969,AP-10915,OFF-PA-10002105,9/29/2011,1,6.48,6.48
CA-2011-146969,AP-10915,TEC-MA-10004241,9/29/2011,2,686.32,1372.64
CA-2011-146969,AP-10915,OFF-ST-10004340,9/29/2011,1,62.18,62.18
CA-2012-112452,NC-18340,OFF-AP-10003849,4/4/2012,2,644.076,1288.152
CA-2012-112452,NC-18340,OFF-FA-10000735,4/4/2012,2,5.84,11.68
CA-2012-112452,NC-18340,OFF-BI-10003350,4/4/2012,2,12.76,25.52
CA-2012-112452,NC-18340,TEC-PH-10000307,4/4/2012,1,10.95,10.95
CA-2012-112452,NC-18340,TEC-CO-10004202,4/4/2012,2,599.98,1199.96
CA-2012-113971,CB-12535,FUR-FU-10001852,5/8/2012,6,8.352,50.112
CA-2014-160395,KL-16555,OFF-AR-10003759,1/1/2014,2,3.64,7.28
CA-2014-160395,KL-16555,OFF-BI-10003984,1/1/2014,7,159.768,1118.376
CA-2011-136567,PS-19045,OFF-ST-10004337,12/20/2011,2,122.48,244.96
CA-2011-136567,PS-19045,FUR-TA-10001932,12/20/2011,7,2244.48,15711.36
CA-2011-136567,PS-19045,OFF-BI-10003982,12/20/2011,3,62.31,186.93
CA-2011-136567,PS-19045,FUR-TA-10000617,12/20/2011,2,455.1,910.2
CA-2013-149314,GB-14530,FUR-CH-10002126,7/3/2013,1,195.184,195.184
CA-2014-147039,AA-10315,OFF-AP-10000576,6/30/2014,3,362.94,1088.82
CA-2014-147039,AA-10315,OFF-BI-10004654,6/30/2014,2,11.54,23.08
CA-2011-126522,LT-16765,OFF-AR-10004042,9/1/2011,3,53.94,161.82
CA-2011-127964,AP-10720,TEC-PH-10004700,3/3/2011,1,9.99,9.99
CA-2011-127964,AP-10720,OFF-BI-10004593,3/3/2011,3,125.76,377.28
CA-2011-127964,AP-10720,OFF-BI-10003429,3/3/2011,5,25.32,126.6
CA-2011-117709,PM-18940,OFF-BI-10001294,5/4/2011,4,46.8,187.2
CA-2012-125416,KC-16540,TEC-AC-10001552,11/2/2012,9,447.93,4031.37
CA-2014-145226,DL-13315,FUR-FU-10004952,12/9/2014,2,109.48,218.96
CA-2014-145226,DL-13315,OFF-ST-10004123,12/9/2014,3,272.94,818.82
CA-2014-145226,DL-13315,OFF-PA-10003172,12/9/2014,3,19.44,58.32
CA-2014-145226,DL-13315,OFF-ST-10002352,12/9/2014,4,31.92,127.68
US-2011-100279,SW-20275,OFF-PA-10002259,3/10/2011,2,22.38,44.76
CA-2011-158064,AA-10375,OFF-BI-10002976,4/21/2011,5,16.52,82.6
US-2012-104430,LT-17110,OFF-BI-10000301,10/22/2012,4,5.176,20.704
CA-2012-132080,DP-13105,OFF-BI-10003694,8/22/2012,6,50.112,300.672
CA-2013-161207,AB-10060,OFF-SU-10000381,8/30/2013,3,27.93,83.79
CA-2011-120243,AT-10435,OFF-LA-10004425,12/27/2011,4,11.56,46.24
