product_id,product_name,product_category,price
OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Office Supplies,69.5
OFF-PA-10001144,Xerox 1913,Office Supplies,166.44
TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,291.96
OFF-AR-10004752,Blackstonian Pencils,Office Supplies,6.408
TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,408.744
OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,5.104
OFF-FA-10003059,Assorted Color Push Pins,Office Supplies,2.896
TEC-AC-10002718,Belkin Standard 104 key USB Keyboard,Technology,35.016
OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,275.97
TEC-PH-10002352,Avaya IP Phone 1140E VoIP phone,Technology,1394.95
FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,545.88
OFF-AR-10000127,Newell 321,Office Supplies,5.248
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,933.536
OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,42.976
OFF-BI-10004187,Staples,Office Supplies,3.76
TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset,Technology,479.96
OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,320.88
FUR-FU-10001940,Staples,Furniture,23.88
OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,26.76
TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,Technology,1439.976
OFF-BI-10002393,Binder Posts,Office Supplies,17.22
FUR-TA-10002855,Bevis Round Conference Table Top & Single Column Base,Furniture,1024.38
OFF-EN-10000781,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,26.22
OFF-PA-10002160,Xerox 1978,Office Supplies,17.34
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,4.956
OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Office Supplies,71.04
OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,5.344
OFF-FA-10004395,Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,11.304
OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,Office Supplies,294.62
FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,Furniture,8.752
OFF-LA-10002787,Avery 480,Office Supplies,15
TEC-PH-10003645,Aastra 57i VoIP phone,Technology,161.61
TEC-PH-10001615,AT&T CL82213,Technology,144.95
TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,199.95
OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,41.86
OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,95.94
FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,304.45
OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,11.364
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,29.68
TEC-AC-10000290,Sabrent 4-Port USB 2.0 Hub,Technology,47.53
FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,183.372
OFF-AR-10001315,Newell 310,Office Supplies,4.224
OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,333.056
OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,24.896
TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,159.984
OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,46.344
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,350.98
OFF-PA-10000533,Southworth Parchment Paper & Envelopes,Office Supplies,13.08
OFF-ST-10003716,Tennsco Double-Tier Lockers,Office Supplies,900.08
OFF-BI-10000088,GBC Imprintable Covers,Office Supplies,17.568
OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,14.62
OFF-SU-10001165,Acme Elite Stainless Steel Scissors,Office Supplies,33.36
OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,40.14
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Office Supplies,1606.23
OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,17.04
OFF-BI-10004826,JM Magazine Binder,Office Supplies,49.53
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,872.32
OFF-BI-10002867,GBC Recycled Regency Composition Covers,Office Supplies,239.12
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,141.96
OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,33.024
OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,Office Supplies,67.136
OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,14.73
OFF-ST-10001172,"Tennsco Lockers, Sand",Office Supplies,104.9
OFF-BI-10003707,Aluminum Screw Posts,Office Supplies,61.04
OFF-PA-10001274,Loose Memo Sheets,Office Supplies,10.95
OFF-PA-10002250,Things To Do Today Pad,Office Supplies,9.392
OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,9.328
OFF-BI-10002976,ACCOHIDE Binder by Acco,Office Supplies,8.26
FUR-CH-10003061,"Global Leather Task Chair, Black",Furniture,269.97
OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,29.04
OFF-LA-10003077,Avery 500,Office Supplies,14.62
OFF-PA-10001661,Xerox 1922,Office Supplies,11.952
OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Office Supplies,4.536
OFF-BI-10003707,Aluminum Screw Posts,Office Supplies,9.156
FUR-FU-10004973,Flat Face Poster Frame,Furniture,75.36
OFF-BI-10004817,GBC Personal VeloBind Strips,Office Supplies,57.504
OFF-AR-10001860,BIC Liqua Brite Liner,Office Supplies,38.864
OFF-PA-10001639,Xerox 203,Office Supplies,15.552
OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,162.64
TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Technology,597
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,55.48
FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,289.8
OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,2.502
OFF-BI-10003669,3M Organizer Strips,Office Supplies,6.48
FUR-CH-10003833,Novimex Fabric Task Chair,Furniture,341.488
OFF-AR-10003732,Newell 333,Office Supplies,11.12
FUR-FU-10003142,"Master Big Foot Doorstop, Beige",Furniture,25.344
FUR-FU-10001196,DAX Cubicle Frames - 8x10,Furniture,17.31
TEC-AC-10001114,Microsoft Wireless Mobile Mouse 4000,Technology,199.95
FUR-CH-10002335,Hon GuestStacker Chair,Furniture,1586.69
TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Technology,84.99
FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Furniture,411.8
OFF-FA-10002975,Staples,Office Supplies,11.34
OFF-ST-10003996,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Office Supplies,80.3
OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Office Supplies,15.968
OFF-PA-10000477,Xerox 1952,Office Supplies,64.74
OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,19.296
OFF-ST-10001963,Tennsco Regal Shelving Units,Office Supplies,405.64
FUR-CH-10003833,Novimex Fabric Task Chair,Furniture,146.352
TEC-AC-10004568,Maxell LTO Ultrium - 800 GB,Technology,251.91
OFF-AR-10001419,Newell 325,Office Supplies,12.39
TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,Technology,199.96
FUR-TA-10003954,Hon 94000 Series Round Tables,Furniture,710.832
OFF-BI-10000301,GBC Instant Report Kit,Office Supplies,1.941
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Furniture,283.92
OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,7.312
TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Technology,59.97
TEC-PH-10002468,"Plantronics CS 50-USB - headset - Convertible, Monaural",Technology,761.544
FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,58.2
OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,39.9
OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,90.86
OFF-PA-10004243,Xerox 1939,Office Supplies,94.85
OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,Office Supplies,106.232
TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,111.984
FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,Furniture,7.712
OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",Office Supplies,37.44
OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Office Supplies,23.68
OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,122.12
OFF-LA-10000248,Avery 52,Office Supplies,18.45
OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,324.9
OFF-PA-10003129,Tops White Computer Printout Paper,Office Supplies,146.73
OFF-FA-10004076,Translucent Push Pins by OIC,Office Supplies,3.96
OFF-LA-10004008,Avery 507,Office Supplies,5.76
OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,Office Supplies,26.55
FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Furniture,310.443
FUR-CH-10004289,Global Super Steno Chair,Furniture,479.9
OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies,12.88
OFF-AR-10001177,Newell 349,Office Supplies,13.12
OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,Office Supplies,511.84
OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,91.96
OFF-AR-10003856,Newell 344,Office Supplies,8.34
OFF-ST-10000649,Hanging Personal Folder File,Office Supplies,37.68
TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,Technology,279.944
OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Office Supplies,636.408
OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,83.168
FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Furniture,259.136
OFF-PA-10000357,Xerox 1888,Office Supplies,221.92
TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,Technology,26
OFF-PA-10004888,Xerox 217,Office Supplies,15.552
OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,0.876
OFF-PA-10000157,Xerox 191,Office Supplies,19.98
OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Office Supplies,398.352
OFF-AR-10004272,Newell 308,Office Supplies,5.04
OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,Office Supplies,17.45
FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Furniture,323.136
OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,29.7
TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,Technology,1295.84
OFF-ST-10003638,Mobile Personal File Cube,Office Supplies,46.84
FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,425.833
FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,209.67
OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,159.88
OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,5.28
OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,895.92
OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,2.808
FUR-CH-10003061,"Global Leather Task Chair, Black",Furniture,215.976
FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,241.96
OFF-LA-10000134,Avery 511,Office Supplies,27.72
OFF-EN-10003040,Quality Park Security Envelopes,Office Supplies,104.68
TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Technology,62.958
TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,86.376
FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,64.944
OFF-PA-10001293,Xerox 1946,Office Supplies,20.736
OFF-AP-10000124,Acco 6 Outlet Guardian Basic Surge Suppressor,Office Supplies,33.28
OFF-AR-10004511,"Sanford Colorific Scented Colored Pencils, 12/Pack",Office Supplies,38.52
FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,139.86
OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,19.65
OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,152.991
OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Office Supplies,10.584
TEC-PH-10002807,Motorla HX550 Universal Bluetooth Headset,Technology,94.92
FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,14.76
OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,3.656
OFF-PA-10004092,Tops Green Bar Computer Printout Paper,Office Supplies,146.82
OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,149.544
OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,Office Supplies,17.14
FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,991.764
OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,30.48
TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,23.988
OFF-FA-10002780,Staples,Office Supplies,16.688
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,422.058
OFF-BI-10004781,GBC Wire Binding Strips,Office Supplies,38.088
OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,254.352
FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,43.31
TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,Technology,84.95
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Furniture,233.058
TEC-AC-10001772,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,111.79
OFF-PA-10002586,Xerox 1970,Office Supplies,14.94
OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,Office Supplies,14.16
FUR-FU-10004973,Flat Face Poster Frame,Furniture,22.608
OFF-FA-10000624,OIC Binder Clips,Office Supplies,21.48
OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Office Supplies,501.81
OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,161.94
OFF-AR-10004956,Newell 33,Office Supplies,17.856
OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,8.808
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,79.384
OFF-AR-10003696,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,34.58
OFF-PA-10004359,Multicolor Computer Printout Paper,Office Supplies,314.55
TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Technology,191.976
OFF-PA-10000551,Array Memo Cubes,Office Supplies,8.288
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Furniture,139.92
OFF-AR-10002067,Newell 334,Office Supplies,15.872
OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,6.286
OFF-AR-10004078,Newell 312,Office Supplies,14.016
TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Technology,71.976
TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Technology,107.982
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,305.312
OFF-BI-10004506,Wilson Jones data.warehouse D-Ring Binders with DublLock,Office Supplies,19.752
OFF-BI-10002353,GBC VeloBind Cover Sets,Office Supplies,9.264
OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,61.792
OFF-PA-10000740,Xerox 1982,Office Supplies,45.68
OFF-PA-10003001,Xerox 1986,Office Supplies,60.12
OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,41.72
OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,71.6
OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,85.232
OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Office Supplies,44.4
FUR-CH-10002084,Hon Mobius Operator's Chair,Furniture,442.764
TEC-MA-10000488,Bady BDG101FRU Card Printer,Technology,3999.95
TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,199.95
FUR-FU-10001940,Staples,Furniture,63.68
OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Office Supplies,54.896
TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,Technology,29
OFF-EN-10003134,Staples,Office Supplies,70.08
FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,121.3
TEC-PH-10003645,Aastra 57i VoIP phone,Technology,1454.49
OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,Office Supplies,60.81
OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,Office Supplies,153.552
OFF-AP-10002082,Holmes HEPA Air Purifier,Office Supplies,65.34
OFF-PA-10001125,Xerox 1988,Office Supplies,123.92
OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,Office Supplies,35.1
TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Technology,44.75
OFF-AR-10000940,Newell 343,Office Supplies,4.704
OFF-AR-10001954,Newell 331,Office Supplies,14.67
OFF-PA-10003177,Xerox 1999,Office Supplies,15.552
OFF-PA-10000533,Southworth Parchment Paper & Envelopes,Office Supplies,5.232
FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,22.2
TEC-PH-10002563,Adtran 1202752G1,Technology,881.93
OFF-BI-10002160,Acco Hanging Data Binders,Office Supplies,6.096
FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,191.82
FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,20.104
OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,67.56
OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Office Supplies,29.932
TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,38.272
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,16.52
TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone,Technology,832.93
OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,43.8
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,167.292
FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,Furniture,27.42
OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,1.44
OFF-BI-10001922,Storex Dura Pro Binders,Office Supplies,61.776
OFF-AP-10000576,"Belkin 325VA UPS Surge Protector, 6'",Office Supplies,241.96
FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",Furniture,108.608
OFF-AR-10003469,Nontoxic Chalk,Office Supplies,2.816
OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,9.984
OFF-ST-10001580,Super Decoflex Portable Personal File,Office Supplies,14.98
TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Technology,1145.6
TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,Technology,485.94
OFF-AR-10004078,Newell 312,Office Supplies,37.376
FUR-CH-10004860,Global Low Back Tilter Chair,Furniture,70.686
OFF-PA-10003790,Xerox 1991,Office Supplies,54.816
FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Furniture,72.294
OFF-FA-10003059,Assorted Color Push Pins,Office Supplies,2.896
TEC-PH-10002496,Cisco SPA301,Technology,124.792
FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,330.588
OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,Office Supplies,673.568
OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,52.98
FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,526.45
OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,Office Supplies,228.92
TEC-PH-10001051,HTC One,Technology,319.968
TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,Technology,205.03
OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,190.86
OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,Office Supplies,24.32
OFF-SU-10000952,Fiskars Home & Office Scissors,Office Supplies,44.4
FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Furniture,44.4
OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,1016.792
OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,38.136
TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Technology,494.982
OFF-ST-10003442,Eldon Portable Mobile Manager,Office Supplies,56.56
OFF-AR-10003856,Newell 344,Office Supplies,5.56
OFF-FA-10004248,Advantus T-Pin Paper Clips,Office Supplies,9.02
OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,8.62
TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Technology,659.976
OFF-PA-10004285,Xerox 1959,Office Supplies,13.36
OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,41.72
OFF-BI-10000546,Avery Durable Binders,Office Supplies,11.52
OFF-AP-10001391,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,541.44
OFF-PA-10000477,Xerox 22,Office Supplies,19.44
OFF-PA-10004327,Xerox 1911,Office Supplies,143.7
OFF-AP-10000696,Holmes Odor Grabber,Office Supplies,43.26
OFF-AP-10002082,Holmes HEPA Air Purifier,Office Supplies,43.56
TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,437.85
FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furniture,109.48
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,Furniture,1212.96
OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,18.54
OFF-FA-10002280,Advantus Plastic Paper Clips,Office Supplies,5
TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Technology,371.97
TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,Technology,166.24
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,359.97
TEC-AC-10004145,Logitech diNovo Edge Keyboard,Technology,499.98
OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,5.28
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,8.26
OFF-PA-10003919,Xerox 1989,Office Supplies,7.968
OFF-PA-10002001,Xerox 1984,Office Supplies,12.96
OFF-PA-10002787,Xerox 227,Office Supplies,6.48
OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,6.984
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,47.96
OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,199.74
FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,Furniture,435.26
TEC-CO-10003763,Canon PC1060 Personal Laser Copier,Technology,1119.984
FUR-TA-10001866,Bevis Round Conference Room Tables and Bases,Furniture,143.432
FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Furniture,122.352
OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",Office Supplies,306.2
FUR-TA-10001039,KI Adjustable-Height Table,Furniture,85.98
TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,223.96
FUR-CH-10003833,Novimex Fabric Task Chair,Furniture,97.568
FUR-CH-10004289,Global Super Steno Chair,Furniture,614.272
FUR-BO-10004467,Bestar Classic Bookcase,Furniture,199.98
OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,48.16
TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,23.92
OFF-AP-10002222,Staples,Office Supplies,60.69
OFF-PA-10003971,Xerox 1965,Office Supplies,14.352
OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,35.04
OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,17.48
OFF-AR-10002375,Newell 351,Office Supplies,16.4
FUR-TA-10001950,Balt Solid Wood Round Tables,Furniture,892.98
TEC-PH-10001557,Pyle PMP37LED,Technology,287.97
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,595.38
OFF-PA-10001166,Xerox 2,Office Supplies,12.96
TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,4.95
FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,181.95
OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,13.52
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,259.7
TEC-PH-10001527,Plantronics MX500i Earset,Technology,42.95
